,Industry,businessOverview,cleanGeo,cleanName,des,description,symbol,divDate,assetType,lastPrice,52WkHigh,52WkLow,low52,marketCap,dividendPayDate,beta,currentRatio,divGrowthRate3Year,divYield,dividendAmount,dividendDate,dividendPayAmount,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,ltDebtToEquity,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeTTM,sharesOutstanding,shortIntDayToCover,shortIntToFloat,totalDebtToCapital,totalDebtToEquity,totalVolume,vol10DayAvg,vol1DayAvg,vol3MonthAvg,volatility
25,Software  IT Services,"Intrusion Inc. develops, markets and support products that protect any-sized company or government organization by fusing advanced threat intelligence with real-time artificial intelligence AI to neutralize cyberattacks including Zero-Day attacks. The Company market and distribute solutions through a direct sales force and value-added resellers. The Companys solutions include INTRUSION Shield, INTRUSION TraceCop and INTRUSION Savant. INTRUSION Shield is a real-time AI-based Security-as-a-Service that inspects and kills all dangerous network connections before they can do damage. INTRUSION TraceCop is a big data tool with Internet protocol IP intelligence canvassing the Internet. TraceCop contains an inventory of network selectors and developments to support forensic investigations. INTRUSION Savant is a network monitoring solution that controls the data in TraceCop to identify suspicious traffic in real-time. Savant uses patents to characterize and record all network flows.",US,Intrusion,-,Intrusion Inc. - Common Stock,INTZ,,EQUITY,4.45,5.4737,1.74,1.74,81.00274, ,0.82952,0.86879,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,25.32119,0.0,67.58989,64.82262,5.4737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01029,0.0,0.0,0.0,0.0,5.40115,19660859.0,0.0,0.0,178.6927,0.0,22478,46428.0,46430.0,1037350.0,0.3792
26,Software  IT Services,"Docebo Inc. is a Canada-based company that offers cloud-based artificial intelligence AI powered E-learning platform. It provides an easy-to-use customizable learning platform, with the end-to-end capabilities that are needed to train internal and external workforces, partners and customers. Its AI-based E-learning platform allows customers to take control of online delivery of their desired training and retain institutional knowledge with real time tracking of training results. It offers learning management systems LMS, a software which is designed to deliver, track and certify online courses and training. Its platform helps users to centralize a broad range of learning materials, and offers E-learning solutions, such as for employee onboarding, employee development and retention, partner training, sales enablement, social learning, member training, customer training and compliance training. It offers Docebo for Salesforce, Coach and share and Docebo mobile application publisher.",US,Docebo,-,Docebo Inc. - Common Shares,DCBO,,EQUITY,30.19,92.75,25.09,25.09,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32883802.0,0.0,0.0,0.0,0.0,80587,61650.0,0.0,0.0,0.1455
27,Media  Publishing,"WPP plc WPP is a holding company engaged in providing communications services. The Company comprises companies in a range of disciplines, which include advertising, media investment management data investment management public relations and public affairs branding and identity healthcare communications direct, digital, promotion and relationship marketing, and specialist communications. The Company operates through four segments: Advertising and Media Investment Management Data Investment Management Public Relations  Public Affairs Branding consulting, Health and wellness and Specialist Communications. The Company has operations in over 112 countries. The Company offers global, national and specialist advertising services from a range of international and specialist agencies, which include Bates CHIPartners, Grey, JWT, Ogilvy  Mather Advertising and YR.",Europe,WPP plc American Depositary Shares,-,WPP plc American Depositary Shares,WPP,2022-06-09 00:00:00.000,EQUITY,45.9,83.695,45.01,45.01,10623.42,2022-06-09 00:00:00.000,1.29152,0.91385,0.0,4.76,2.29,2022-06-09 00:00:00.000,2.56624,4.76,0.0,815.3329,8.7042,3.20856,15.5019,17.24089,83.695,12.71591,170.2972,4.45724,5.47158,6.84796,8.44762,2.34647,7.2602,15.01609,0.018417,0.66913,0.89075,2.75908,15.52317,6.25855,6.94119,1092073065.0,0.0,0.0,62.24427,185.6642,220329,135681.0,135680.0,4273340.0,0.0473
28,Construction  Engineering,"iSun, Inc., formerly Peck Company Holdings, Inc., is a commercial solar engineering, procurement and construction company. The Company also provides electrical contracting services and data and communication services. The Company provides solar power, electric mobility and smart city solutions for government, commercial, retail, academic and data-center projects. Its business units include Peck Solar, Peck Data and Peck Electric. Its Peck Solar business unit serves the commercial, industrial and utility-scale solar markets with rooftop and ground mount solar installations. The Companys brand offerings include the iSun Energy  Mobility Hub, a solar canopy for electric vehicle EV charging, and the iSun Oasis Smart Solar Bench. The iSun solar EV carport charging systems incorporate solar panels to charge electric vehicles while providing software insights into data surrounding the energy produced, consumed, air quality effects and other key metrics.",US,iSun,-,"iSun, Inc. - Common Stock",ISUN,,EQUITY,3.28,9.9,2.28,2.28,50.33728, ,0.4143,0.81333,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,22.77859,21.19188,9.9,0.0,3.28656,0.0,0.0,0.0,0.0,0.76697,0.0,0.0,0.0,0.77133,0.60169,0.0,0.0,0.0,151.8621,14048192.0,0.0,0.0,10.23347,11.4001,160260,281082.0,281080.0,2603690.0,0.4266
29,"Computers, Phones  Household Electronics","ScanSource, Inc. is a provider of technology products and solutions. The Company and its subsidiaries provide solutions for technology manufacturers and sell to resellers in technology markets, such as point-of-sale POS and Barcode, Networking and Security, Communications and Emerging Technologies. It operates through two segments: Worldwide Barcode  Security and Worldwide Communications  Services. The Barcode  Security distribution segment focuses on automatic identification and data capture AIDC, POS, electronic physical security and three dimensional 3D printing technologies. The Communications  Services distribution segment focuses on communications technologies and services. As of June 3, 216, the Company marketed over 1, products from approximately 4 hardware and software vendors to approximately 35, reseller customers from distribution centers in Mississippi, Virginia, Florida, Mexico, Colombia, Brazil, Belgium, France, Germany and the United Kingdom.",US,ScanSource,-,"ScanSource, Inc. - Common Stock",SCSC,,EQUITY,33.8,41.0095,28.4,28.4,870.2542, ,1.44315,1.75765,0.0,0.0,0.0, ,0.0,0.0,0.0,210.7703,68.79487,3.46187,12.58975,12.03124,41.0095,68.15114,21.17884,2.78088,2.614,3.89094,3.45067,1.08727,7.27011,9.96282,0.047269,0.25443,1.0193,5.22331,11.94313,8.94191,37.08619,25232074.0,0.0,0.0,18.36758,22.50035,129500,85584.0,85580.0,2471530.0,0.1339
30,Leisure Products,"BRP Inc. is engaged in the design, development, manufacturing, distribution and marketing of power sports and marine products. The Companys diversified portfolio of brands and products includes for Powersports: Can-Am ATVs, SSVs and 3WVs, Ski-Doo and Lynx snowmobiles, Sea-Doo PWCs and Rotax engines for karts, motorcycles and recreational aircraft. For Marine, the portfolio of brands and products includes Evinrude outboard boat engines, Rotax engines for jet boats, and Alumacraft, Manitou, Quintrex, Stacer and Savage boats. Additionally, the Company supports its line of products with dedicated parts, accessories and clothing PAC business. The Company sells its products in over 12 countries. The products are sold directly through a network of approximately 3,625 dealers in over 21 countries as well as through approximately 185 distributors serving approximately 8 additional dealers.",US,BRP,-,BRP Inc. - Common Subordinate Voting Shares,DOOO,2022-06-29 00:00:00.000,EQUITY,76.87,102.96,57.375,57.375,0.0,2022-07-14 00:00:00.000,0.0,0.0,0.0,0.63,0.495644,2022-06-29 00:00:00.000,0.123911,0.63,0.0,0.0,0.0,0.0,0.0,0.0,102.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36300431.0,0.0,0.0,0.0,0.0,34719,53819.0,0.0,0.0,0.1022
31,"Machinery, Equipment  Components","Flux Power Holdings, Inc. designs, develops, manufactures, and sells advanced rechargeable lithium-ion energy storage solutions for lift trucks, airport ground support equipment GSE, stationary energy storage, and other industrial and commercial applications. The Companys LiFT battery packs, including its battery management system BMS, provide its customers with an environmental friendly alternative as compared to lead acid and propane-based solutions. The Company operates through its subsidiary Flux Power, Inc.",US,Flux Power Holdings,-,"Flux Power Holdings, Inc. - Common Stock",FLUX,,EQUITY,2.57,8.6361,1.8901,1.8901,43.99081, ,1.02983,1.69918,0.0,0.0,0.0, ,0.0,0.0,0.0,23.31356,0.0,0.0,14.57084,17.06285,8.6361,0.0,0.0,0.0,0.0,0.0,0.0,2.71069,0.0,0.0,0.0,1.24047,0.67771,0.0,0.0,0.0,46.60796,15996658.0,0.0,0.0,17.74488,21.57298,16330,33646.0,33650.0,700770.0,0.4271
32,Software  IT Services,"CACI International Inc is a simulation technology company. The Company provides information solutions and services. The Company operates through two segments: domestic operations and international operations. The Companys domestic operations segment provides information solutions and services to its domestic customers in market areas, which include business systems command and control communications cyber security, and enterprise information technology. Its international operations are conducted through its subsidiaries in Europe, including CACI Limited and CACI BV. Its international operations segment provides information technology IT services, and data and software products. It also offers technology and solutions that support multi-domain intelligence, surveillance, and reconnaissance ISR, unmanned aircraft system UAS, air defense, and counter-unmanned aircraft system c-UAS operations.",US,CACI International,-,"CACI International, Inc. Class A Common Stock",CACI,,EQUITY,282.7,313.52,238.29,238.29,6707.235, ,0.90425,1.17742,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,15.49366,34.1872,34.68899,313.52,10.63705,55.74584,5.66104,5.91325,7.29707,8.00154,2.1965,13.37501,18.48627,0.0,1.0813,1.08071,5.73035,12.82821,6.73673,2.62704,23412651.0,0.0,0.0,36.20265,56.74882,105153,200521.0,200520.0,2996480.0,0.0799
33,"Computers, Phones  Household Electronics","VOXX International Corporation is an international manufacturer and distributor in the automotive, audio and consumer accessories industries. The Companys segments include Automotive, Premium Audio and Consumer Accessories. The Automotive segment designs, manufactures, distributes and markets rear-seat entertainment devices, satellite radio products, remote start systems, digital television tuners, mobile antennas, mobile multimedia devices, car link-smartphone telematics application, collision avoidance systems and others. The Premium Audio segment designs, manufactures, distributes and markets home theater systems, outdoor speakers, iPodcomputer speakers, business music systems, cinema speakers, flat panel speakers, Bluetooth speakers and others. The Consumer Accessories segment designs and markets remote controls, rechargeable battery packs, wireless and Bluetooth speakers, Singtrix karaoke products, 36 Fly Action Cameras, personal sound amplifiers and others.",US,VOXX International,-,VOXX International Corporation - Class A Common Stock,VOXX,,EQUITY,9.53,13.41,5.85,5.85,236.018, ,1.15864,1.72537,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,25.82031,26.45381,13.41,0.0,4.97178,0.0,0.0,0.0,0.0,0.63958,0.0,0.0,0.0,0.37607,0.64788,0.0,0.0,0.0,0.0,21675966.0,0.0,0.0,5.4063,5.15876,102963,102655.0,102660.0,4525220.0,0.1962
34,Software  IT Services,"eGain Corporation eGain is a software-as-a service SaaS provider of customer engagement solutions for a digital world. The Company offers unified customer engagement hub to business-to-consumer B2C brands that provides connected artificial intelligence AI, knowledge, and analytics capabilities to automate self-service across touch points and augment a digital-first, omnichannel agent desktop and improve business agility. It offers digital-first, omnichannel desktop, AI and knowledge applications, analytics and machine learning applications, and open, secure application programming interfaces APIs and pre-built, certified third-party connectors. The Company have operations in the United States U.S., the United Kingdom UK and India.",US,eGain,-,eGain Corporation - Common Stock,EGAN,,EQUITY,9.5,13.7,8.29,8.29,294.9787, ,0.30494,1.74733,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.03422,72.65311,74.05294,13.7,0.0,0.0,0.0,1.30558,0.0,1.24019,5.24326,158.9302099999996,270.62761999999987,0.0,3.32573,0.0,1.10495,2.34299,2.08478,15.08648,31820787.0,0.0,0.0,0.0,0.0,43842,118243.0,118240.0,1812110.0,0.2414
35,-,-,-,Vanguard SP 5 Growth ETF,The Fund seeks to track the performance of benchmark index that measures the investment return of large-capitalization growth stocks in the United States. The Fund employs a passive management indexing investment approach designed to track the performance of the S&P500 500 Growth Index.,Vanguard SP 5 Growth ETF,VOOG,2022-06-23 00:00:00.000,ETF,245.04,306.6402,208.1,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199348,138863.0,0.0,0.0,0.0634
36,Media  Publishing,"Madison Square Garden Sports Corp., formerly, The Madison Square Garden Company, is a holding company, which is engaged in professional sports business. The Company has operations live experiences consisting of celebrated venues and sports teams. The Company operates in segment such as MSG Sports. The Companys subsidiaries include ALA Hospitality LLC, 11th Street Hospitality LLC, 29th Street Club Brands LLC, Asia Chicago Management LLC, Asia Los Angeles LLC, Boston Calling Events, LLC, Chelsea Hospitality Associates LLC, CLG Esports Holdings, LLC, Dearborn Ventures LLC, and The Grand Tour, LLC.",US,Madison Square Garden Sports,-,Madison Square Garden Sports Corp. Class A Common Stock New,MSGS,,EQUITY,167.45,203.3688,145.41,145.41,4211.994, ,0.88897,0.58103,0.0,0.0,0.0, ,0.0,0.0,0.0,151.3383,347.2063,3.03004,47.7479,45.35597,203.3688,25.38999,0.0,7.08136,9.00169,18.17576,5.24771,0.0,55.44359,57.37878,0.379142,5.31113,0.0,5.351,0.0,7.67266,202.8542,19696838.0,0.0,0.0,229.7023,0.0,165179,133019.0,133020.0,2142300.0,0.0761
